Parameters,mean_test_recall,mean_test_precision,mean_test_f1,mean_test_roc_auc,mean_test_accuracy
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 110}",0.653976098,0.63179153,0.6420471,0.681743584,0.633140645
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 200}",0.659541044,0.627080243,0.641196775,0.681642186,0.631457395
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 190}",0.665338649,0.627502024,0.644119079,0.681607293,0.632246939
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 70}",0.641687381,0.627665099,0.633855918,0.681591576,0.629656868
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 170}",0.658882835,0.627485868,0.642075934,0.681587147,0.63190923
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 210}",0.642357521,0.632466897,0.63565722,0.681551792,0.633143924
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 100}",0.655059855,0.630318278,0.640678114,0.6815144,0.63448669
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 460}",0.687409024,0.626841427,0.653787633,0.681504521,0.63471784
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 120}",0.664229538,0.628493684,0.644824229,0.681498492,0.632580865
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 260}",0.685188812,0.623917792,0.651328373,0.681483456,0.6329187
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 230}",0.677165029,0.626690966,0.650269666,0.681478753,0.634266258
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 90}",0.64037494,0.629447054,0.634419466,0.681471892,0.629663174
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 90}",0.657338729,0.631181427,0.643616818,0.681422777,0.633708622
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 110}",0.637249443,0.626369548,0.630770158,0.681364721,0.62651988
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 230}",0.64907284,0.631088717,0.639036908,0.681328722,0.631576691
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 210}",0.664890232,0.626037318,0.643739787,0.6812932,0.630894463
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 12, 'min_samples_split': 210}",0.681155047,0.624276396,0.650208281,0.681289415,0.633705974
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 180}",0.662448298,0.627470369,0.643460494,0.681241702,0.631004678
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 410}",0.665536013,0.627024263,0.641304107,0.681240584,0.632025498
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 50}",0.6354861,0.629621628,0.632491989,0.681188296,0.628092031
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 170}",0.655998449,0.626539971,0.64033983,0.681184314,0.62864992
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 490}",0.709251213,0.62446794,0.660012077,0.681165224,0.63628583
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 190}",0.655769269,0.631143431,0.642188867,0.681141528,0.632579225
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 300}",0.656396158,0.630749895,0.640871474,0.681137753,0.633023367
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 80}",0.662666044,0.631882334,0.64604895,0.681087917,0.634938019
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 14, 'min_samples_split': 110}",0.651309458,0.631431204,0.640817325,0.681077573,0.633597776
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 12, 'min_samples_split': 80}",0.690094555,0.625499561,0.655589655,0.6810706,0.635732103
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 100}",0.652651229,0.623713671,0.637275478,0.681069014,0.626408025
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 60}",0.641271277,0.634414764,0.637373865,0.681051766,0.632802305
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 70}",0.662184318,0.628923866,0.643897687,0.681037099,0.635387331
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 90}",0.671125318,0.626312448,0.647296832,0.681010396,0.633253761
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 19, 'min_samples_split': 120}",0.655746898,0.631299063,0.64272195,0.680996471,0.633812532
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 190}",0.668217567,0.629334581,0.646268684,0.680965819,0.63572605
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 200}",0.678291044,0.625167233,0.649859678,0.680944736,0.632585657
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 100}",0.665785575,0.633474783,0.648687365,0.680927991,0.637293787
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 150}",0.641886235,0.636957816,0.63729824,0.680916685,0.638079799
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 210}",0.667136295,0.629252047,0.646999422,0.680895722,0.634269915
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 250}",0.651263721,0.62984008,0.637318085,0.68088804,0.632585909
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 160}",0.635248966,0.636890785,0.634538212,0.68086717,0.633590588
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 220}",0.64840966,0.62912035,0.636812936,0.680863934,0.630228628
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 150}",0.632578846,0.634355051,0.632433681,0.68082261,0.632136597
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 160}",0.652172984,0.630014552,0.639477988,0.680807425,0.632693603
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 250}",0.670909064,0.626753398,0.646385966,0.680800307,0.632806341
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 12, 'min_samples_split': 140}",0.667788538,0.626827013,0.645504498,0.680792431,0.632359172
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 120}",0.657530624,0.625620849,0.640587778,0.680790258,0.630445781
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 180}",0.628993995,0.632963693,0.629191166,0.680784684,0.628644245
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 170}",0.642162643,0.631484683,0.635977252,0.680728899,0.631912382
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 230}",0.699886156,0.6205118,0.656545523,0.680703879,0.632349588
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 19, 'min_samples_split': 80}",0.645038081,0.626307743,0.634682688,0.680645386,0.628424823
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 220}",0.678264695,0.628386404,0.651331348,0.680572445,0.636515593
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 490}",0.696749224,0.618643329,0.653627338,0.680571906,0.631343649
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 130}",0.656675052,0.626539088,0.640563665,0.680519839,0.62910642
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 150}",0.659315841,0.632527089,0.644522487,0.6805194,0.63639655
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 90}",0.662219615,0.627531995,0.644046017,0.680510774,0.632697386
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 170}",0.656657652,0.63079703,0.641914961,0.680507824,0.63280798
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 15, 'min_samples_split': 160}",0.670672427,0.627672321,0.646287386,0.680460789,0.6343766
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 340}",0.68962327,0.623666798,0.652819331,0.680453619,0.634832596
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 70}",0.684749841,0.621987106,0.650846641,0.680446759,0.631798509
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 240}",0.661809975,0.633286086,0.645267807,0.680409668,0.633818333
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 70}",0.659091135,0.632355061,0.644348986,0.680367011,0.635955182
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 120}",0.643276726,0.634279689,0.637933673,0.680361717,0.633481507
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 100}",0.664866867,0.624187682,0.640746826,0.680331771,0.631008209
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 120}",0.699214524,0.620122836,0.656328581,0.680305437,0.632576703
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 14, 'min_samples_split': 170}",0.641452235,0.633465752,0.636193175,0.680295953,0.63481885
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 100}",0.659110026,0.631406119,0.643908673,0.680271387,0.633594118
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 240}",0.675184438,0.627362321,0.649543734,0.680260247,0.633820477
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 370}",0.627675589,0.640111389,0.631804875,0.680251563,0.634163483
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 410}",0.685402084,0.623298358,0.652122089,0.68024366,0.633599163
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 14, 'min_samples_split': 100}",0.642162146,0.628632284,0.634959961,0.680184832,0.628987755
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 280}",0.666430361,0.623635679,0.642412106,0.680158606,0.630335187
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 180}",0.664671492,0.626594096,0.64420777,0.680151948,0.631455882
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 19, 'min_samples_split': 230}",0.675844635,0.625935519,0.64792159,0.680144608,0.630333422
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 80}",0.645967726,0.625722248,0.63497681,0.680122138,0.626858598
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 480}",0.639461203,0.635782121,0.635744443,0.680106148,0.634827551
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 340}",0.651044981,0.632825955,0.639428215,0.680084193,0.634943064
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 240}",0.679621878,0.629541148,0.653156842,0.680075096,0.635269171
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 14, 'min_samples_split': 300}",0.695896138,0.622723511,0.656371079,0.680072398,0.634495013
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 100}",0.638140809,0.63273018,0.634960033,0.680010276,0.631796113
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 460}",0.670459155,0.633043621,0.64641622,0.680001857,0.636512692
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 160}",0.642860623,0.626186615,0.633804064,0.67999727,0.626863264
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 110}",0.658442869,0.630534498,0.643724896,0.679970298,0.632578091
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 90}",0.645030624,0.625981624,0.63451972,0.679968049,0.62909898
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 130}",0.650576181,0.627874207,0.635748316,0.679951465,0.631562819
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 180}",0.661778655,0.626984397,0.643104665,0.679951413,0.630895345
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 110}",0.648410157,0.633552082,0.640143122,0.679916359,0.63291353
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 210}",0.650852589,0.623811318,0.634982752,0.679915721,0.625285439
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 240}",0.661544504,0.628202104,0.643503432,0.679912294,0.632237985
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 160}",0.673387786,0.623093463,0.646699618,0.679896693,0.629662291
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 250}",0.629880886,0.637310059,0.632019576,0.67985667,0.63438341
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 380}",0.646160118,0.631621455,0.636608237,0.679848989,0.63281479
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 230}",0.659082187,0.626296484,0.641373469,0.679842904,0.631233433
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 130}",0.70123787,0.616783391,0.655885023,0.679797108,0.629660651
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 330}",0.654144627,0.629962425,0.635291585,0.679743414,0.633481128
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 190}",0.644140749,0.636952317,0.637864278,0.679660487,0.635043948
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 290}",0.665757735,0.631074751,0.646211,0.679652809,0.637073607
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 13, 'min_samples_split': 210}",0.683120725,0.628815594,0.65306363,0.679650363,0.640212487
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 160}",0.678288558,0.622883104,0.648602771,0.679631897,0.629885497
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 340}",0.664461203,0.628306629,0.645108307,0.679590968,0.632809998
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 350}",0.654598513,0.622675345,0.636862445,0.679576941,0.629204908
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 140}",0.661322284,0.632301649,0.645916401,0.679568437,0.636061993
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 19, 'min_samples_split': 490}",0.657773226,0.630837052,0.642751003,0.679555529,0.633376713
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 470}",0.650389755,0.625979008,0.636510335,0.679521161,0.629442868
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 19, 'min_samples_split': 60}",0.634812977,0.630471284,0.632368638,0.679514242,0.628990656
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 14, 'min_samples_split': 90}",0.665555898,0.628226226,0.645697445,0.679474735,0.633928297
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 14, 'min_samples_split': 120}",0.632997932,0.628519447,0.629852453,0.67947154,0.628313093
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 260}",0.661082167,0.629853223,0.643746974,0.679471017,0.63471784
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 130}",0.69677955,0.623432662,0.657603619,0.679462408,0.634937641
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 290}",0.665379912,0.629048246,0.644109788,0.679423427,0.629324582
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 120}",0.678253261,0.624870637,0.649508093,0.679420048,0.633135727
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 150}",0.636129395,0.633599382,0.63331209,0.679415139,0.634043935
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 380}",0.647009227,0.626769065,0.632970509,0.679342228,0.632127013
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 180}",0.641931475,0.62746574,0.633903569,0.679278504,0.62843201
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 310}",0.635904192,0.632966845,0.632147522,0.679232622,0.631566728
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 15, 'min_samples_split': 180}",0.657536092,0.62517326,0.638766927,0.679198918,0.628315237
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 190}",0.652177458,0.631311837,0.640770965,0.679186093,0.633475832
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 240}",0.67847051,0.621582455,0.648057258,0.679176805,0.63156345
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 190}",0.655514238,0.625447801,0.639066155,0.679167969,0.630563689
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 130}",0.653729518,0.631725428,0.641712919,0.67916213,0.634713679
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 90}",0.665817392,0.634017836,0.648435307,0.678977786,0.635947616
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 290}",0.660878341,0.631578549,0.644729824,0.678973866,0.635726176
